,author,author_type,url,location,deal_type,accommodation_type,floor,floors_count,rooms_count,total_meters,price_per_month,commissions,price,district,street,house_number,underground,residential_complex
143,МЦН,real_estate_agent,https://www.cian.ru/sale/flat/300664356/,Москва,sale,flat,11,14,1,36.0,-1,0,8599999,Новогиреево,Фрязевская ,15К4,Новогиреево,
144,Msk Estate,real_estate_agent,https://www.cian.ru/sale/flat/300822403/,Москва,sale,flat,22,22,1,19.4,-1,0,8880000,Тропарево-Никулино,Ленинский проспект,158,Юго-Западная,
145,Князев и Партнёры,real_estate_agent,https://www.cian.ru/sale/flat/300938238/,Москва,sale,flat,2,2,1,29.3,-1,0,9850000,Текстильщики,Грайвороновская ,4С2,Текстильщики,
146,PnP Development,real_estate_agent,https://www.cian.ru/sale/flat/291263455/,Москва,sale,flat,1,14,1,24.1,-1,0,5880000,Солнцево,Боровский проезд,24,Солнечная,
147,ZAPAD REALTY - офис Маршала Жукова,real_estate_agent,https://www.cian.ru/sale/flat/292001549/,Москва,sale,flat,18,48,1,42.4,-1,0,19900000,Хорошево-Мневники, Народного Ополчения,15К1,Народное Ополчение,Wellton Towers
148,Kalinka Group,real_estate_agent,https://www.cian.ru/sale/flat/293718260/,Москва,sale,flat,5,6,1,43.0,-1,0,27999000,Беговой, 3-я Ямского Поля,9,Белорусская,Art Residence
149,Диана Тухбатуллина,realtor,https://www.cian.ru/sale/flat/300400527/,Москва,sale,flat,3,5,1,31.0,-1,0,8490000,, Харлампиева,30к1,Филатов Луг,Спортивный квартал
150,Msk Estate,real_estate_agent,https://www.cian.ru/sale/flat/299873259/,Москва,sale,flat,15,22,1,20.3,-1,0,9243500,Тропарево-Никулино,Ленинский проспект,158,Юго-Западная,
151,Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/301632830/,Москва,sale,flat,4,15,1,32.1,-1,0,18000000,Хорошевский,Ходынский бульвар,20А,ЦСКА,Лайнер
152,ID 73038306,real_estate_agent,https://www.cian.ru/sale/flat/301616056/,Москва,sale,flat,8,9,1,29.8,-1,0,11900000,Перово,2-я Владимирская ,7,Перово,
153,ID 85283713,homeowner,https://www.cian.ru/sale/flat/301519256/,Москва,sale,flat,24,24,1,42.0,-1,0,12200000,Северное Бутово, Грина,1к8,Бульвар Дмитрия Донского,
154,Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/301632825/,Москва,sale,flat,4,15,1,30.2,-1,0,17500000,Хорошевский,Ходынский бульвар,20А,ЦСКА,Лайнер
155,Геннадий Устинов,realtor,https://www.cian.ru/sale/flat/298520004/,Москва,sale,flat,4,5,1,32.1,-1,0,12500000,Хорошевский,проезд Аэропорта,6,Аэропорт,
156,Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/299110205/,Москва,sale,flat,7,11,1,39.8,-1,0,24950000,Басманный, Казакова,7,Курская,KAZAKOV Grand Loft
157,Ключи,real_estate_agent,https://www.cian.ru/sale/flat/293420284/,Москва,sale,flat,6,14,1,40.0,-1,0,21500000,Тверской,3-й Самотечный переулок,21,Достоевская,
158,Мария Балакина,realtor,https://www.cian.ru/sale/flat/301430103/,Москва,sale,flat,3,16,1,40.0,-1,0,13499000,Строгино,Таллинская ,2,Строгино,
159,Dream City,real_estate_agent,https://www.cian.ru/sale/flat/300572581/,Москва,sale,flat,6,14,1,40.0,-1,0,21500000,Тверской,3-й Самотечный переулок,21,Достоевская,
160,CENTURY 21 Столичная недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/301248744/,Москва,sale,flat,21,21,1,45.7,-1,0,15500000,Нагатинский затон,Нагатинская набережная,46,Коломенская,
161,Владис,real_estate_agent,https://www.cian.ru/sale/flat/301520938/,Москва,sale,flat,8,9,1,32.4,-1,0,10000000,Лефортово,Сторожевая ,18,Лефортово,
162,Contact Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/287688964/,Москва,sale,flat,3,5,1,46.3,-1,0,41670000,Замоскворечье,Озерковская набережная,6,Новокузнецкая,Bogenhouse
163,Светлана Киреева,realtor,https://www.cian.ru/sale/flat/300832068/,Москва,sale,flat,5,26,1,41.7,-1,0,18490000,Лефортово,Красноказарменная ,15к2,Авиамоторная,
164,Монолит Столица,real_estate_agent,https://www.cian.ru/sale/flat/300433015/,Москва,sale,flat,1,5,1,21.0,-1,0,5500000,Пресненский,Новопресненский переулок,7С2,Краснопресненская,
165,MERSI,real_estate_agent,https://www.cian.ru/sale/flat/300833245/,Москва,sale,flat,1,16,1,43.9,-1,0,14500000,Ховрино, Лавочкина,42,Речной вокзал,
166,Estes,real_estate_agent,https://www.cian.ru/sale/flat/301122759/,Москва,sale,flat,5,17,1,40.0,-1,0,8300000,, Барышевская Роща,24,Щербинка,Прима-Парк
167,ЛИДЕР,real_estate_agent,https://www.cian.ru/sale/flat/300895436/,Москва,sale,flat,7,12,1,27.6,-1,0,6950000,Матушкино,Зеленоград,к158,Зеленоград — Крюково,
168,Кристина Лебедева,realtor,https://www.cian.ru/sale/flat/297066948/,Москва,sale,flat,4,4,1,44.0,-1,0,11950000,Соколиная гора,Щербаковская ,53,Измайлово,
169,Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/296311040/,Москва,sale,flat,4,13,1,43.6,-1,0,37000000,Пресненский, Сергея Макеева,9к1,Улица 1905 года,RedSide
170,Денис Каргин,realtor,https://www.cian.ru/sale/flat/301549280/,Москва,sale,flat,4,5,1,20.0,-1,0,4999999,Марфино,Гостиничная ,5,Окружная,
171,Novel Estates,real_estate_agent,https://www.cian.ru/sale/flat/300664241/,Москва,sale,flat,15,26,1,39.7,-1,0,24500000,Хорошевский,Хорошевское шоссе,25Ак1,Полежаевская,Династия
172,ТСН Владис,real_estate_agent,https://www.cian.ru/sale/flat/296233811/,Москва,sale,flat,20,25,1,33.9,-1,0,8250000,,,6,Коммунарка,Эдальго
173,Анна Озерецковская,realtor,https://www.cian.ru/sale/flat/300179831/,Москва,sale,flat,2,20,1,40.1,-1,0,13700000,Коньково, Введенского,13в,Беляево,
174,Центральный Департамент Недвижимости,real_estate_agent,https://www.cian.ru/sale/flat/298908066/,Москва,sale,flat,1,17,1,28.0,-1,0,6200000,,,7,Остафьево,Новомосковский
175,Адресат,real_estate_agent,https://www.cian.ru/sale/flat/295677601/,Москва,sale,flat,12,14,1,39.3,-1,0,11900000,Перово,1-я Владимирская ,35К2,Перово,
176,Владис,real_estate_agent,https://www.cian.ru/sale/flat/301560775/,Москва,sale,flat,15,16,1,35.1,-1,0,12500000,Кунцево,Рублевское шоссе,109К6,Молодёжная,
177,Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/301036854/,Москва,sale,flat,3,23,1,36.0,-1,0,16590000,Лефортово,Красноказарменная ,14Ак2,Авиамоторная,Пётр I
178,ID 15310813,unknown,https://www.cian.ru/sale/flat/301102672/,Москва,sale,flat,4,22,1,36.0,-1,0,11400000,, Картмазовские Пруды,2к3,Филатов Луг,Филатов луг
179,ID 73038306,real_estate_agent,https://www.cian.ru/sale/flat/300355036/,Москва,sale,flat,7,9,1,32.6,-1,0,11950000,Зюзино,Азовская ,9К1,Нахимовский проспект,
180,Реалист,real_estate_agent,https://www.cian.ru/sale/flat/299923856/,Москва,sale,flat,9,14,1,42.7,-1,0,10500000,, 1-я Ватутинская,12к2,Коммунарка,Russian Design District
181,Century 21 Premium Property,real_estate_agent,https://www.cian.ru/sale/flat/295282834/,Москва,sale,flat,11,13,1,49.0,-1,0,22100000,Таганский, Большие Каменщики,15,Таганская,
182,Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/297944362/,Москва,sale,flat,8,14,1,38.0,-1,0,11350000,, Потаповская Роща,20к2,Потапово,Белые ночи
183,do A.S.A.P.,real_estate_agent,https://www.cian.ru/sale/flat/300833061/,Москва,sale,flat,2,14,1,43.7,-1,0,19600000,Лефортово,проезд Шелихова,3,Площадь Ильича,Символ
184,MERSI,real_estate_agent,https://www.cian.ru/sale/flat/279125910/,Москва,sale,flat,6,15,1,33.0,-1,0,17000000,Хорошевский,Ходынский бульвар,20А,ЦСКА,Лайнер
185,ID 73726674,homeowner,https://www.cian.ru/sale/flat/301318246/,Москва,sale,flat,2,22,1,35.0,-1,0,13400000,, Родниковая,30к1,Саларьево,Румянцево-Парк
186,Whitewill Москва-Сити,real_estate_agent,https://www.cian.ru/sale/flat/299723346/,Москва,sale,flat,63,66,1,86.0,-1,0,90000000,Пресненский,1-й Красногвардейский проезд,22,Деловой центр,NEVA TOWERS
187,Арт Риэлти,real_estate_agent,https://www.cian.ru/sale/flat/297496947/,Москва,sale,flat,7,30,1,36.6,-1,0,21800000,Хорошево-Мневники,Шелепихинская набережная,40к3,Хорошёвская,Sydney City
188,Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/301595520/,Москва,sale,flat,11,14,1,38.5,-1,0,11600000,Марьино,Новомарьинская ,11К1,Братиславская,
189,Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/299934509/,Москва,sale,flat,9,26,1,48.8,-1,0,29900000,Черемушки,Херсонская ,43к5,Зюзино,ONYX Deluxe
190,One Moscow,real_estate_agent,https://www.cian.ru/sale/flat/296361605/,Москва,sale,flat,11,34,1,46.4,-1,0,19990000,Обручевский, Архитектора Власова,71к2,Воронцовская,Ever
191,Самолет Плюс ТЦ Южный,real_estate_agent,https://www.cian.ru/sale/flat/301208193/,Москва,sale,flat,16,25,1,38.5,-1,0,13000000,Марьино, Перерва,41К1,Братиславская,
192,ZAPAD REALTY - офис Маршала Жукова,real_estate_agent,https://www.cian.ru/sale/flat/300397973/,Москва,sale,flat,19,22,1,43.0,-1,0,19500000,Щукино,Большой Волоколамский проезд,23,Стрешнево,Комплекс апартаментов B’aires
193,Prime,real_estate_agent,https://www.cian.ru/sale/flat/300885088/,Москва,sale,flat,2,8,1,49.0,-1,0,74000000,Якиманка,Софийская набережная,34,Новокузнецкая,Софийский
194,ID 114362610,homeowner,https://www.cian.ru/sale/flat/300930286/,Москва,sale,flat,1,22,1,42.0,-1,0,9600000,Зябликово,Шипиловская ,51,Шипиловская,
195,ZAPAD REALTY - офис Маршала Жукова,real_estate_agent,https://www.cian.ru/sale/flat/297952059/,Москва,sale,flat,18,22,1,43.0,-1,0,20700000,Щукино,Большой Волоколамский проезд,23,Стрешнево,Комплекс апартаментов B’aires
196,ZAPAD REALTY - офис Маршала Жукова,real_estate_agent,https://www.cian.ru/sale/flat/297558153/,Москва,sale,flat,18,22,1,43.0,-1,0,19500000,Щукино,Большой Волоколамский проезд,23,Стрешнево,Комплекс апартаментов B’aires
197,Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/300843529/,Москва,sale,flat,11,22,1,44.7,-1,0,11199999,Богородское,Краснобогатырская ,9,Белокаменная,
198,ID 88424902,unknown,https://www.cian.ru/sale/flat/300253722/,Москва,sale,flat,2,5,1,31.0,-1,0,8160000,, Жемчужная,1к4,Филатов Луг,Марьино Град
199,Century 21 Level,real_estate_agent,https://www.cian.ru/sale/flat/300146314/,Москва,sale,flat,15,22,1,41.0,-1,0,9900000,Ново-Переделкино,Новопеределкинская ,15,Новопеределкино,
200,ID 16590901,homeowner,https://www.cian.ru/sale/flat/301668357/,Москва,sale,flat,8,22,1,41.0,-1,0,12900000,Южное Медведково, Молодцова,15К2,Медведково,
201,OPN PARTNER,real_estate_agent,https://www.cian.ru/sale/flat/295952309/,Москва,sale,flat,18,24,1,35.0,-1,0,10290000,Бирюлево Восточное,6-я Радиальная ,7/1к2,Царицыно,Царицыно-2
202,Самолет Плюс Москва,real_estate_agent,https://www.cian.ru/sale/flat/295315041/,Москва,sale,flat,6,25,1,39.0,-1,0,18700000,Обручевский, Академика Челомея,7Ас2,Воронцовская,
203,ПЕРСОНА,real_estate_agent,https://www.cian.ru/sale/flat/300448810/,Москва,sale,flat,14,14,1,38.0,-1,0,9000000,Косино-Ухтомский, Дмитриевского,23,Лухмановская,
204,Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/301362196/,Москва,sale,flat,3,15,1,65.0,-1,0,65000000,Раменки,Мосфильмовская ,31А,Ломоносовский проспект,KING & SONS
205,Метриум-Премиум Городская недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/289242301/,Москва,sale,flat,12,13,1,60.0,-1,0,60000000,Пресненский,Большая Садовая ,5к1,Маяковская,Квартал апартаментов Сады Пекина
206,Владис,real_estate_agent,https://www.cian.ru/sale/flat/300831522/,Москва,sale,flat,7,17,1,38.0,-1,0,9600000,Некрасовка,проспект Защитников Москвы,5,Некрасовка,
