author,author_type,url,location,deal_type,accommodation_type,floor,floors_count,rooms_count,total_meters,price_per_month,commissions,price,district,street,house_number,underground,residential_complex
Галина Лубенец,realtor,https://www.cian.ru/sale/flat/294905420/,Москва,sale,flat,1,12,2,53.0,-1,0,13850000,Люблино,Кубанская ,12к3,Люблино,
Ольга Леонтьева,realtor,https://www.cian.ru/sale/flat/301617568/,Москва,sale,flat,14,14,2,54.0,-1,0,13880000,Текстильщики, 11-я Текстильщиков,11,Текстильщики,
ID 48046840,homeowner,https://www.cian.ru/sale/flat/299945498/,Москва,sale,flat,9,14,2,52.1,-1,0,13900000,Братеево,Алма-Атинская ,5,Алма-Атинская,
Космополис,real_estate_agent,https://www.cian.ru/sale/flat/301426812/,Москва,sale,flat,3,4,2,65.0,-1,0,13950000,,аллея Буковая,6,Коммунарка,
ID 15906661,homeowner,https://www.cian.ru/sale/flat/301601805/,Москва,sale,flat,6,9,2,39.9,-1,0,13950000,Новогиреево,Свободный проспект,39К1,Новогиреево,
ID 157322,realtor,https://www.cian.ru/sale/flat/301204794/,Москва,sale,flat,2,13,2,70.5,-1,0,14200000,, Липовый Парк,8к1,Коммунарка,Москва А101
Оксана Корсун,realtor,https://www.cian.ru/sale/flat/301427680/,Москва,sale,flat,8,14,2,52.2,-1,0,14190000,Текстильщики,Юго-Восточный ао,к5,Текстильщики,
МИЦ-Столичный ипотечный центр недвижимости,real_estate_agent,https://www.cian.ru/sale/flat/297842892/,Москва,sale,flat,4,5,2,56.6,-1,0,14300000,Можайский, Гришина,24К1,Рабочий посёлок,
CENTURY 21 Столичная недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/301399377/,Москва,sale,flat,10,16,2,57.5,-1,0,14500000,,проспект Прокшинский,10,Прокшино,Прокшино
ТРИИНВЕСТ,real_estate_agent,https://www.cian.ru/sale/flat/300136948/,Москва,sale,flat,9,9,2,45.0,-1,0,14490000,Ростокино, Бажова,15К1,Ростокино,
QuickHome,real_estate_agent,https://www.cian.ru/sale/flat/298897982/,Москва,sale,flat,12,12,2,45.0,-1,0,14500000,Головинский,Авангардная ,16,Водный стадион,
Алла Шмелева,realtor,https://www.cian.ru/sale/flat/291641709/,Москва,sale,flat,2,17,2,52.0,-1,0,14400000,Чертаново Южное,Варшавское шоссе,152К2,Улица Академика Янгеля,
ЛэндЛ,real_estate_agent,https://www.cian.ru/sale/flat/298819612/,Москва,sale,flat,2,9,2,47.9,-1,0,14500000,Даниловский,Даниловская набережная,4к2,Крестьянская застава,
ID 59418130,homeowner,https://www.cian.ru/sale/flat/301491564/,Москва,sale,flat,14,14,2,49.2,-1,0,14400000,Царицыно,Севанская ,9К2,Царицыно,
ID 96432704,homeowner,https://www.cian.ru/sale/flat/299518600/,Москва,sale,flat,2,11,2,72.5,-1,0,14650000,, Семена Гордого,12,Крёкшино,Ново-Никольское
ID 14574035,unknown,https://www.cian.ru/sale/flat/301524169/,Москва,sale,flat,5,12,2,52.1,-1,0,14600000,Лианозово,Алтуфьевское шоссе,97,Алтуфьево,
Владислав Карпов,realtor,https://www.cian.ru/sale/flat/301271293/,Москва,sale,flat,9,9,2,45.6,-1,0,14600000,Чертаново Северное,Сумская ,12К3,Южная,
Rate Estate,real_estate_agent,https://www.cian.ru/sale/flat/300322032/,Москва,sale,flat,7,14,2,50.9,-1,0,14900000,Крюково,Зеленоград,к1620,Зеленоград — Крюково,
Наталья Бондаренко,realtor,https://www.cian.ru/sale/flat/300918615/,Москва,sale,flat,13,14,2,40.0,-1,0,14800000,Коньково,Миклухо-Маклая ,65К3,Беляево,
Акрополь,real_estate_agent,https://www.cian.ru/sale/flat/298689196/,Москва,sale,flat,5,18,2,69.1,-1,0,14800000,, Александры Монаховой,92к1,Бунинская аллея,Бунинские луга
Александр Смирнов,realtor,https://www.cian.ru/sale/flat/301607473/,Москва,sale,flat,15,17,2,52.0,-1,0,14900000,Южное Медведково, Молодцова,23К2,Медведково,
ID 114153745,realtor,https://www.cian.ru/sale/flat/299479879/,Москва,sale,flat,2,18,2,54.0,-1,0,14850000,Бирюлево Восточное,6-я Радиальная ,7/6к2,Царицыно,Царицыно-2
ID 109605617,homeowner,https://www.cian.ru/sale/flat/297472637/,Москва,sale,flat,2,12,2,58.0,-1,0,14900000,Матушкино,Зеленоград,к118,Зеленоград — Крюково,
ID 92138068,unknown,https://www.cian.ru/sale/flat/300248146/,Москва,sale,flat,6,9,2,45.1,-1,0,14850000,Очаково-Матвеевское,Очаковское шоссе,19К2,Очаково,
ID 62462509,homeowner,https://www.cian.ru/sale/flat/301858656/,Москва,sale,flat,4,9,2,44.5,-1,0,15000000,Фили-Давыдково,Аминьевское шоссе,32,Давыдково,
ID 77703135,unknown,https://www.cian.ru/sale/flat/301116607/,Москва,sale,flat,3,9,2,49.7,-1,0,14999000,Очаково-Матвеевское,Очаковское шоссе,17К2,Аминьевская,
ID 155856,realtor,https://www.cian.ru/sale/flat/299204280/,Москва,sale,flat,12,15,2,50.0,-1,0,15000000,,,41,Филатов Луг,Саларьево Парк ЖК
МК-Гарант,real_estate_agent,https://www.cian.ru/sale/flat/300253528/,Москва,sale,flat,1,12,2,48.0,-1,0,15200000,Алексеевский, Павла Корчагина,15,ВДНХ,
ID 465034,homeowner,https://www.cian.ru/sale/flat/299707423/,Москва,sale,flat,3,9,2,43.5,-1,0,15150000,Аэропорт, 1-я 8 Марта,3,Гражданская,
ID 16035159,unknown,https://www.cian.ru/sale/flat/297008152/,Москва,sale,flat,10,15,2,53.1,-1,0,15100000,, 1-я Ватутинская,14к2,Коммунарка,Russian Design District
